6 6 4 8 13 0 8 2 6 10 14 16 8 2 5 6 8 4 1 8 14 10 2 8 12 0 6 13 16 10 4 6 14 13 8 16 8 5 8 8 1 0 12 8 8 13 16 1 12 1 12 14 16 8 13 0 6 8 13 5 14 16 6 0 0 2 0 7 10 16 14 5 6 5 5 4 4 8 16 5 5 7 5 7 12 10 10 8 10 9 4 15 3 8 7 6 16 5 13 0 7 4 7 6 12 10 2 16 6 16 8 3 8 13 14 2 9 2 8 2 4 16 5 4 6 0 6 7 10 0 14 11 5 5 9 11 11 1 3 15 12 6 6 13 12 14 3 7 3 15 15 7 11 0 10 15 1 5 6 11 7 4 3 0 0 9 3 7 7 10 12 15 12 5 12 2 14 1 1 2 15 5 1 0 2 1 7 4 2 10 15 6 12 7 12 6 10 7 11 14 4 8 14 12 16 14 14 7 16 8 12 13 16 3 8 9 8 6 2 4 5 10 7 6 5 16 2 10 2 8 5 14 10 5 10 6 10 2 4 3 8 16 16 14 10 7 12 5 0 11 15 16 13 6 10 16 7 16 16 5 2 7 5 4 13 10 6 6 12 6 9 13 9 13 8 4 10 8 16 10 10 10 6 9 16 5 13 15 11 6 2 11 5 9 14 0 3 14 14 13 10 5 5 11 1 8 9 16 9 8 4 10 9 11 8 0 12 9 4 9 0 1 5 7 4 11 3 4 11 16 8 14 5 16 3 10 15 13 8 3 15 7 5 7 11 12 14 8 1 11 3 14 6 15 1 15 7 1 6 3 14 11 1 4 5 13 5 1 7 10 11 4 8 7 6 15 12 6 5 15 12 6 11 14 3 1 9 1 15 9 12 1 12 12 5 5 14 2 12 11 13 2 15 14 10 1 6 6 12 14 1 5 15 14 12 13 14 16 10 5 10 12 14 6 2 15 10 10 10 10 3 7 1 15 15 6 5 9 9 1 13 14 2 6 12 12 2 14 2 1 6 13 15 2 1 1 1 8 14 16 14 0 5 15 9 5 12 7 5 7 12 12 6 6 11 1 16 13 9 12 12 2 11 15 13 14 14 7 1 6 6 15 14 13 1 7 13 10 1 13 5 6 5 5 12 6 10 14 12 1 10 2 1 14 2 13 15 4 5 2 2 6 7 2 12 7 13 16 3 13 5 6 1 10 5 13 2 4 12 4 6 13 1 16 2 10 1 0 14 7 16 2 16 6 2 13 1 10 13 1 2 13 10 16 4 6 10 16 13 5 5 0 14 16 1 12 6 7 13 5 2 1 5 9 5 3 5 0 1 6 3 1 6 1 6 10 3 3 5 12 1 12 16 0 6 4 3 4 0 6 12 12 12 10 7 16 16 5 5 6 6 12 1 14 1 5 4 0 0 10 6 12 3 12 3 4 6 1 10 12 5 1 6 0 12 1 4 3 12 1 5 10 1 15 3 2 6 7 3 3 1 7 4 10 15 14 5 4 10 7 3 5 11 1 10 1 15 15 14 6 3 14 14 14 3 9 15 5 2 2 14 2 16 2 4 0 4 11 6 0 3 6 15 11 0 12 11 1 2 12 3 3 10 15 1 0 1 3 15 5 4 6 6 6 5 5 4 16 16 2 1 3 3 16 6 4 0 6 9 2 6 5 3 6 0 16 3 3 3 5 3 10 5 4 9 0 4 5 9 9 16 1 15 4 4 12 3 5 2 2 1 0 10 4 3 9 10 0 15 12 5 1 6 15 0 2 5 1 1 7 13 10 5 2 13 7 3 2 3 15 13 1 2 10 14 2 5 7 14 10 0 3 6 10 15 0 15 13 15 7 10 1 0 13 2 6 6 10 7 7 2 1 5 3 6 7 10 1 1 15 15 6 4 12 7 5 0 6 13 15 10 10 8 13 5 6 7 15 1 15 6 6 1 16 15 11 14 13 15 4 7 1 6 16 7 7 6 13 2 11 14 0 12 6 12 0 12 10 7 4 11 14 8 5 1 14 1 11 11 5 16 12 6 5 7 1 7 15 8 13 8 9 9 16 9 4 10 10 16 9 16 3 6 3 16 6 13 4 16 5 3 6 10 4 4 2 15 6 10 12 10 3 0 8 10 11 4 15 13 16 2 12 9 8 4 3 12 2 9 2 0 13 12 8 2 6 2 16 5 4 12 3 2 4 2 6 12 4 10 16 10 6 14 0 13 16 2 3 5 1 16 13 14 5 5 1 9 10 16 4 9 12 0 5 12 5 12 10 12 5 4 10 9 16 6 16 1 1 1 14 2 1 1 2 6 7 2 9 1 6 6 12 5 14 2 10 2 6 7 7 1 7 6 0 10 6 1 3 10 10 5 12 15 5 15 14 12 9 10 9 2 2 7 5 5 6 6 6 15 1 0 1 2 4 1 15 6 5 11 9 6 10 14 13 1 3 10 6 5 10 5 2 12 6 2 1 6 5 15 10 2 1 6 13 15 3 5 1 4 15 0 3 11 10 13 4 14 12 15 4 2 10 15 4 3 3 2 6 1 1 0 4 1 7 5 2 0 15 10 0 1 1 2 5 3 10 13 7 7 2 10 6 15 6 12 10 6 4 3 0 5 5 3 2 1 2 14 2 3 6 7 14 15 15 15 7 6 4 1 7 5 6 6 5 1 5 14 14 7 1 5 16 6 15 14 1 1 0 15 15 15 12 1 6 16 6 1 1 1 13 5 7 4 7 10 12 7 13 10 12 5 7 15 1 1 15 1 2 10 1 12 6 3 10 1 1 4 1 5 12 10 0 0 5 6 1 12 2 5 2 16 5 0 2 15 0 11 7 4 14 1 15 10 5 4 2 6 15 12 7 7 10 15 4 6 10 6 1 7 7 7 4 16 15 13 1 11 2 10 7 10 10 10 0 5 6 5 13 15 2 1 2 6 14 9 11 1 5 7 11 3 15 4 11 0 6 3 10 4 11 3 3 6 15 4 1 12 12 5 11 11 10 6 10 4 15 12 9 10 1 16 6 1 7 4 13 3 15 4 5 5 4 3 14 14 10 6 15 10 3 15 3 10 6 6 10 10 13 8 11 14 5 5 11 8 15 4 5 8 11 5 15 6 15 5 4 8 6 14 15 0 12 4 3 1 11 8 4 3 5 14 15 11 8 0 8 6 9 4 15 10 10 10 15 9 4 4 8 10 3 0 14 4 3 12 4 3 8 11 0 13 6 3 5 15 8 11 10 5 13 3 11 9 10 4 4 4 10 9 12 5 5 15 8 5 5 9 4 5 13 3 9 4 15 12 4 13 10 8 8 8 5 6 3 4 3 5 11 15 10 15 11 12 4 6 6 15 3 6 3 8 8 3 9 15 12 6 1 16 5 13 3 4 5 1 12 5 4 4 4 14 0 6 5 12 10 1 7 6 13 10 13 10 7 4 16 16 12 10 4 9 15 2 1 0 0 3 5 13 10 5 7 4 7 10 1 6 7 5 1 3 1 6 9 7 12 2 5 3 5 13 1 6 12 14 6 14 14 4 8 1 10 13 10 5 10 5 13 2 8 9 13 14 14 6 9 1 12 15 10 6 15 12 6 8 15 14 6 15 14 10 1 15 9 2 6 1 15 5 5 6 6 6 9 9 9 10 8 5 12 14 2 15 4 6 5 16 11 9 10 3 15 8 0 2 5 12 6 15 1 8 16 12 8 8 13 15 9 6 9 14 10 9 14 1 8 2 14 3 2 4 16 2 10 5 2 8 8 6 0 9 10 13 3 6 2 13 11 2 0 9 3 9 14 1 6 12 11 1 7 1 16 11 1 3 6 16 1 5 3 5 5 0 11 15 1 3 5 16 14 4 3 3 12 1 6 12 5 6 5 15 11 0 11 14 12 3 14 9 15 5 12 5 4 14 9 15 5 6 1 3 10 4 12 11 6 12 15 15 12 1 15 1 7 12 5 7 9 6 6 13 6 10 12 7 9 9 11 3 12 6 9 13 5 6 5 6 4 8 8 15 12 5 5 14 6 5 10 5 10 12 13 15 15 5 5 1 4 5 5 8 5 1 4 9 6 5 8 8 6 15 9 10 15 12 10 6 5 4 13 8 8 15 11 11 10 13 8 13 7 8 8 5 2 10 8 11 6 4 12 15 14 15 5 10 13 12 2 5 6 4 8 13 12 15 13 14 7 8 5 15 15 8 8 6 13 12 15 15 5 14 14 10 1 0 16 0 0 1 5 13 6 0 13 16 4 0 14 5 10 1 13 13 16 14 14 2 13 15 0 14 0 2 7 10 6 0 6 10 12 10 4 2 13 5 1 9 15 13 5 15 2 6 1 2 0 1 15 11 6 2 14 6 10 2 3 15 15 5 5 16 3 9 8 6 10 5 14 6 3 2 6 6 14 14 8 8 15 8 12 14 0 5 8 10 2 7 10 0 16 6 7 0 8 2 0 7 2 14 10 10 10 2 8 15 6 12 3 14 8 4 13 16 0 14 11 13 6 15 14 2 10 15 6 14 1 7 5 15 5 11 6 5 7 0 3 14 13 2 6 6 3 10 2 11 4 5 1 6 4 13 7 13 6 1 7 3 6 13 7 10 7 8 10 16 10 12 2 6 12 5 5 16 12 8 6 8 12 2 12 16 13 11 8 15 6 16 3 14 4 11 0 12 9 4 0 0 8 10 15 3 15 9 14 8 9 5 16 15 11 14 14 3 10 5 12 14 6 7 0 14 8 5 6 6 11 6 5 5 14 10 13 5 5 3 3 11 10 6 11 15 7 6 4 16 10 16 10 2 10 13 12 14 10 9 7 6 15 16 2 13 12 10 5 5 6 5 13 9 7 5 13 7 4 13 0 13 12 15 3 7 12 15 1 1 6 12 14 2 7 5 6 10 2 6 10 9 0 1 12 5 7 14 2 3 10 12 16 14 0 6 6 16 0 7 6 6 10 1 7 3 6 7 4 5 14 7 7 14 10 0 16 16 1 5 5 10 5 10 1 10 15 1 6 5 1 6 7 10 1 12 12 3 10 1 9 14 12 12 1 1 1 12 3 10 5 5 10 16 1 1 3 0 1 12 0 15 6 6 5 14 9 0 3 5 15 9 2 3 10 15 5 0 10 14 11 9 15 16 5 7 14 10 11 1 12 10 6 15 9 9 6 2 10 5 1 9 9 0 1 1 9 4 15 4 10 6 15 6 16 3 9 4 1 10 12 3 15 12 0 14 1 1 14 1 6 14 7 14 1 2 6 13 15 1 1 10 14 1 1 6 14 1 10 6 12 10 15 15 1 6 15 16 5 3 14 12 13 8 15 5 5 2 13 1 2 4 15 6 12 13 7 14 5 13 5 10 5 1 12 10 9 8 3 8 9 4 2 16 13 6 9 2 7 5 8 2 13 16 5 16 10 14 5 2 6 16 0 8 10 4 12 10 0 15 3 9 2 6 10 13 7 6 9 4 14 3 2 2 16 3 5 10 10 1 3 10 12 4 9 9 13 12 1 12 2 13 3 3 14 1 2 9 9 4 15 5 14 5 10 2 14 2 0 3 9 2 0 5 14 9 12 14 11 12 10 15 7 0 0 1 7 9 15 15 6 3 1 10 5 5 1 0 7 2 7 3 7 1 5 6 7 6 4 16 2 15 12 12 7 7 10 1 12 3 10 16 13 14 13 5 1 10 7 10 1 1 1 4 10 1 12 2 6 6 1 13 14 1 6 13 3 15 1 16 12 13 4 7 13 10 2 1 7 6 4 7 4 7 4 1 2 4 15 15 14 15 14 13 12 10 3 11 9 15 4 4 15 5 9 6 9 3 4 14 1 1 11 3 16 3 11 15 11 9 1 6 10 6 11 15 11 9 10 8 8 12 6 15 6 4 15 6 6 10 0 8 11 3 4 5 14 3 2 4 15 4 6 3 15 4 5 2 11 6 11 15 10 9 10 4 8 6 3 8 15 4 4 6 9 9 6 6 13 15 10 11 7 10 4 5 5 4 15 11 4 16 2 4 2 5 7 6 16 1 5 10 7 2 1 1 7 1 10 1 5 10 7 1 1 5 10 16 7 3 7 10 7 11 10 9 11 0 15 15 12 6 6 2 11 2 12 2 10 9 4 8 15 2 12 5 5 15 4 6 8 1 14 6 9 6 14 14 0 10 6 13 14 13 0 13 13 13 12 8 0 2 12 15 5 8 15 14 10 10 11 10 7 0 11 9 1 6 5 9 10 15 1 15 14 14 10 9 11 11 11 4 11 10 14 9 14 14 3 9 15 13 4 5 13 14 1 15 12 4 12 5 4 13 2 6 9 15 10 10 11 11 10 16 4 6 12 2 14 7 1 8 5 8 5 13 3 12 6 15 6 6 9 11 11 8 6 8 14 12 12 4 9 3 11 5 8 9 6 5 1 12 15 0 7 6 13 8 9 5 13 5 13 5 1 10 5 4 4 15 14 1 1 2 2 14 16 9 2 9 10 5 16 13 11 16 8 2 14 1 16 1 5 2 2 1 6 1 0 13 5 10 12 3 12 13 13 5 9 5 7 2 10 0 5 13 10 13 10 12 5 6 1 10 3 16 3 7 13 2 4 2 0 8 8 5 2 6 11 13 4 5 6 5 14 6 16 13 16 12 15 2 14 10 15 10 7 7 0 4 5 1 10 14 1 4 6 3 10 13 15 1 1 13 1 13 10 10 15 6 5 15 5 5 6 12 8 2 1 3 6 7 16 6 6 5 6 14 7 3 8 2 8 16 12 5 4 3 10 0 10 13 5 3 10 2 12 14 13 6 5 0 10 5 10 10 14 14 8 5 8 6 11 15 3 3 12 15 9 6 4 5 11 3 10 8 3 15 0 0 7 10 11 1 5 7 6 8 14 12 1 10 6 6 11 10 7 7 5 0 14 1 8 2 4 1 16 10 16 6 6 1 13 13 12 2 1 9 13 9 6 14 1 1 6 2 5 1 9 5 13 5 13 5 1 6 15 13 5 10 6 4 6 2 3 13 14 14 9 5 13 8 8 10 13 1 10 14 6 1 2 5 5 1 13 12 13 1 16 1 13 1 1 10 0 4 13 5 5 14 0 3 1 7 10 10 0 2 10 7 6 14 7 1 16 6 0 0 1 1 7 14 0 10 14 7 6 12 10 1 3 3 14 1 7 12 3 5 4 5 10 1 4 1 9 1 1 14 5 10 7 5 9 2 7 7 5 6 1 10 10 3 12 1 5 6 1 6 6 0 5 1 16 6 1 6 10 2 0 7 15 15 6 0 4 0 15 0 6 5 1 2 2 5 3 1 10 9 15 10 15 10 1 1 15 5 2 9 3 6 5 0 4 15 2 2 7 13 1 1 12 4 15 12 1 13 1 15 14 5 6 5 3 15 0 5 14 7 5 10 6 6 10 7 13 10 14 12 11 15 14 15 16 14 11 15 13 4 6 5 15 10 3 2 7 8 4 2 7 15 10 16 13 6 5 12 3 6 0 4 6 16 16 8 10 3 14 14 6 2 8 12 8 3 4 2 6 10 3 12 9 9 12 9 15 13 16 6 15 8 2 4 1 3 12 6 10 16 6 15 12 5 6 4 3 1 2 16 9 3 16 1 10 14 1 2 3 10 5 6 15 16 15 10 6 14 12 14 6 3 15 10 9 12 13 7 15 14 5 0 3 15 16 3 15 14 1 5 10 13 1 1 14 7 1 5 3 10 2 4 6 4 12 6 15 5 1 10 4 0 0 1 2 6 10 6 7 1 0 6 5 10 4 7 10 15 5 2 2 4 13 6 12 1 13 4 5 13 10 6 5 0 6 10 15 10 0 3 7 12 4 13 7 5 3 5 7 6 6 4 1 13 1 6 5 10 10 6 12 6 5 16 6 1 5 3 5 1 2 2 13 1 7 7 16 0 13 1 3 13 10 10 5 14 6 4 15 10 4 6 5 10 7 11 5 8 7 10 14 9 14 10 7 6 5 9 14 4 15 10 9 5 6 4 9 12 14 0 3 10 5 15 6 6 6 3 5 14 0 12 11 2 8 15 5 10 15 5 10 2 11 15 15 15 6 6 11 5 5 3 4 4 11 4 10 15 12 12 12 10 6 5 13 11 8 8 15 10 4 11 11 15 15 12 0 10 1 16 4 5 16 16 0 6 16 7 16 4 1 0 1 3 13 12 1 10 6 2 6 12 2 4 5 10 5 0 7 5 5 13 10 2 8 10 0 8 15 12 4 13 5 15 13 7 14 14 2 7 5 10 15 1 0 15 6 2 15 5 6 9 10 15 6 8 6 4 8 15 2 10 4 14 5 5 10 0 13 12 10 10 2 5 3 12 15 5 0 6 3 2 10 11 14 5 15 15 12 6 12 8 15 3 14 9 14 12 6 15 15 11 10 6 9 14 1 14 16 13 1 11 5 13 14 10 6 1 15 12 15 6 10 3 15 7 16 11 4 9 13 10 1 7 11 7 6 4 9 12 15 12 7 5 9 4 7 15 12 16 8 8 9 6 4 10 8 4 12 16 8 11 3 10 13 11 7 4 6 6 2 14 0 7 9 7 1 1 6 5 6 5 7 10 6 5 6 15 16 7 7 15 1 5 1 1 7 13 13 14 6 15 15 5 7 1 3 4 10 1 6 16 0 5 9 11 3 4 10 1 6 16 12 5 7 11 3 14 10 1 6 1 2 11 3 11 6 1 11 1 10 9 16 14 4 5 11 16 6 6 10 14 14 10 14 6 16 15 3 5 5 14 5 5 7 3 3 13 9 4 16 2 6 1 2 16 10 16 6 6 16 4 3 5 12 16 14 9 3 5 16 5 1 15 4 15 10 7 5 15 7 6 2 4 3 1 3 16 14 11 9 9 4 12 10 10 10 11 4 1 2 9 15 15 9 1 6 10 1 15 6 16 12 5 9 11 13 4 10 1 6 16 12 5 9 11 3 4 10 1 6 16 0 5 7 11 3 4 15 1 6 1 11 11 13 11 6 1 10 1 15 15 16 14 14 5 11 16 6 6 12 12 4 10 12 6 16 12 13 5 5 4 5 5 7 3 13 13 7 1 16 11 6 1 11 0 15 12 6 6 16 4 13 5 12 16 4 5 16 5 1 16 14 3 10 7 14 16 7 6 11 14 13 1 13 16 4 11 7 7 4 12 15 12 12 11 11 7 10 15 15 1 6 10 1 10 6 15 12 5 9 2 13 14 10 8 6 16 12 5 9 11 13 4 10 14 6 15 12 5 9 2 13 14 10 1 6 1 2 2 3 1 6 1 10 1 10 9 15 4 14 5 2 15 6 6 12 12 14 10 12 6 16 12 13 5 5 14 5 5 9 13 13 3 9 8 15 11 6 4 2 12 10 12 6 6 15 14 3 5 12 15 4 9 13 5 15 5 8 15 4 3 10 7 5 15 9 6 2 5 13 8 3 15 4 2 7 9 4 12 10 12 12 2 14 8 11 9 1 10 9 8 6 10 8 5 6 16 12 5 7 2 13 8 10 1 6 16 0 5 9 11 13 8 10 1 6 16 12 1 7 2 3 8 10 1 6 1 2 2 2 8 6 1 10 1 10 9 16 8 14 5 8 16 6 6 0 0 8 1 0 6 12 0 13 5 1 8 5 1 7 3 13 3 7 1 16 8 6 1 2 12 10 12 6 6 16 8 3 5 12 16 14 7 3 5 16 5 1 16 8 3 10 7 5 16 7 6 2 5 3 1 11 16 8 2 16 7 8 12 10 12 10 11 14 1 2 7 10 10 7 8 6 10 1 10 6 12 0 1 9 2 3 4 10 1 6 12 0 5 9 2 13 4 10 1 6 12 0 0 9 2 13 14 10 1 6 10 2 2 13 2 6 1 10 1 10 9 12 14 14 5 2 3 6 6 0 0 4 10 0 6 12 0 13 1 5 14 1 1 9 13 3 13 9 1 3 2 6 1 2 0 10 12 6 6 12 4 13 0 12 3 4 9 13 10 3 10 1 12 4 3 10 9 5 15 9 6 2 5 3 1 3 15 4 2 9 9 4 0 10 0 0 2 14 1 2 9 16 10 9 1 6 10 1 10 6 15 12 5 7 2 13 4 10 8 6 15 12 1 7 11 13 14 10 8 6 15 12 5 16 11 13 14 10 8 6 8 9 11 13 11 6 16 10 8 10 9 15 14 14 5 11 15 6 6 0 0 14 10 10 6 15 0 13 5 5 14 5 5 9 13 13 13 7 8 15 2 6 16 2 0 10 12 6 6 15 14 13 5 12 15 14 7 3 5 15 5 16 15 14 13 10 9 5 15 4 6 2 5 3 8 3 15 14 11 9 9 14 10 10 10 12 11 4 8 11 9 10 10 9 8 6 10 8 10 6 15 12 5 7 11 13 14 3 1 6 15 12 5 7 11 6 4 16 1 6 15 12 5 9 11 3 4 10 1 6 1 11 11 13 11 6 1 10 1 8 7 15 4 14 5 11 15 6 6 12 12 4 8 12 6 12 12 3 5 5 4 5 5 9 3 13 13 9 1 15 11 6 1 11 12 10 12 6 6 15 4 13 5 0 15 14 7 3 5 15 5 1 15 4 3 10 7 5 15 7 6 11 5 3 1 13 15 4 11 9 7 4 12 16 14 12 11 4 1 11 7 8 10 7 1 6 10 1 15 12 12 5 7 2 13 14 10 1 6 12 12 5 7 1 13 4 10 1 6 12 12 5 7 1 13 14 10 1 6 1 1 2 13 1 6 1 10 1 10 9 5 4 14 5 1 12 0 4 10 0 6 12 0 13 5 5 14 1 1 7 13 13 13 7 1 12 2 6 1 1 0 10 0 6 6 12 14 13 1 12 12 7 3 5 12 5 1 12 14 13 10 7 5 12 7 6 2 5 13 1 13 12 14 1 7 9 14 0 10 0 12 1 14 1 2 9 9 1 6 10 1 10 6 15 12 5 9 11 13 4 10 5 6 15 0 5 9 2 13 14 10 1 6 15 0 5 9 2 13 4 10 1 6 2 2 11 3 11 6 1 10 2 10 9 15 4 4 5 2 15 6 6 4 10 0 6 15 0 3 5 5 4 5 5 9 3 3 3 9 1 15 2 6 10 11 0 10 0 6 6 15 4 3 5 0 15 4 9 3 5 15 14 1 15 4 13 10 9 5 15 9 6 11 5 3 1 13 15 4 2 7 9 4 12 10 0 0 11 4 5 2 9 12 10 9 1 6 10 1 10 6 16 12 5 9 2 13 4 10 1 6 16 0 5 7 2 13 14 10 1 6 15 12 5 9 11 3 14 10 1 6 1 2 2 3 11 6 1 11 1 11 7 15 4 4 4 2 15 6 6 0 12 4 11 12 6 15 12 3 5 5 4 5 5 7 3 3 3 9 1 15 11 6 1 2 0 11 0 6 6 15 4 3 5 12 15 4 7 3 5 15 5 1 15 4 3 10 7 5 15 7 6 11 5 3 1 3 11 4 11 7 9 14 12 12 12 12 11 14 1 11 7 15 10 9 1 6 10 1 10 6 16 0 5 7 2 3 4 10 1 6 15 0 5 7 2 3 14 15 1 6 16 0 5 7 2 3 4 10 1 6 1 2 2 3 2 6 1 10 1 15 7 15 14 4 5 2 15 6 6 0 0 4 10 0 6 16 0 3 5 5 4 1 1 7 3 3 3 7 1 15 2 6 1 13 0 10 0 6 6 16 4 3 5 0 15 4 7 3 5 15 5 1 15 14 3 10 7 5 15 9 6 11 5 3 1 13 15 4 11 7 7 14 0 10 0 0 2 4 1 2 7 15 10 7 1 6 10 6 16 12 5 9 2 13 14 1 1 6 16 12 5 9 2 13 14 10 1 6 16 12 5 9 1 13 14 10 1 6 1 2 2 13 2 6 1 10 1 10 9 16 14 14 5 2 16 6 6 0 12 14 8 12 6 16 12 13 5 5 14 5 5 9 13 13 13 9 1 16 2 6 1 2 12 8 12 6 6 16 14 13 5 12 16 14 7 13 5 16 5 1 16 14 13 8 9 5 16 9 6 2 5 13 1 3 16 14 1 9 9 14 12 8 0 12 2 14 1 2 9 8 10 9 8 6 8 1 10 6 15 0 5 9 11 3 4 15 8 6 15 0 5 9 11 3 8 6 15 0 5 9 11 3 4 11 8 9 8 11 11 3 11 6 8 10 11 10 9 15 4 4 5 11 15 6 6 6 0 4 10 0 6 15 12 3 11 4 4 14 10 9 3 3 3 4 8 15 11 6 1 2 0 10 6 15 4 3 5 12 15 4 4 3 5 15 5 8 15 4 3 10 9 5 15 9 6 11 5 3 1 3 15 4 11 9 9 4 12 0 11 4 5 11 4 9 11 6 10 8 14 6 15 12 5 7 2 13 4 5 1 6 15 12 10 7 2 13 14 10 1 6 15 0 10 7 2 13 4 10 1 6 1 2 2 13 2 6 1 10 1 10 9 15 14 14 14 2 15 6 6 12 12 4 10 12 6 15 12 13 10 10 4 2 10 7 13 13 13 7 1 15 2 6 1 2 0 10 12 6 6 15 4 3 5 0 15 4 7 3 5 15 5 1 15 14 3 10 7 2 15 7 6 2 5 3 1 13 15 4 2 7 7 14 12 10 12 12 2 4 1 2 7 15 15 7 1 6 15 1 10 17 
